StatisticsDate,negativeTests,confirmedCases,testsPerDay,cumulativeNegative,cumulativePositive,testsPerformed,lastFeature,County,positiveTestsPerc,positiveTestsPercCum
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Tartu maakond,,
2020-02-26,1.0,0.0,1.0,1.0,0.0,1.0,,Tartu maakond,0.0,0.0
2020-02-27,0.0,0.0,0.0,1.0,0.0,1.0,,Tartu maakond,,0.0
2020-02-28,1.0,0.0,1.0,2.0,0.0,2.0,,Tartu maakond,0.0,0.0
2020-02-29,0.0,0.0,0.0,2.0,0.0,2.0,,Tartu maakond,,0.0
2020-03-01,0.0,0.0,0.0,2.0,0.0,2.0,,Tartu maakond,,0.0
2020-03-02,0.0,1.0,1.0,2.0,1.0,3.0,,Tartu maakond,1.0,0.3333
2020-03-03,0.0,0.0,0.0,2.0,1.0,3.0,,Tartu maakond,,0.3333
2020-03-04,1.0,0.0,1.0,3.0,1.0,4.0,,Tartu maakond,0.0,0.25
2020-03-05,0.0,0.0,0.0,3.0,1.0,4.0,,Tartu maakond,,0.25
2020-03-06,0.0,0.0,0.0,3.0,1.0,4.0,,Tartu maakond,,0.25
2020-03-07,0.0,0.0,0.0,3.0,1.0,4.0,,Tartu maakond,,0.25
2020-03-08,1.0,0.0,1.0,4.0,1.0,5.0,,Tartu maakond,0.0,0.2
2020-03-09,1.0,0.0,1.0,5.0,1.0,6.0,,Tartu maakond,0.0,0.1667
2020-03-10,4.0,0.0,4.0,9.0,1.0,10.0,,Tartu maakond,0.0,0.1
2020-03-11,8.0,0.0,8.0,17.0,1.0,18.0,,Tartu maakond,0.0,0.0556
2020-03-12,4.0,1.0,5.0,21.0,2.0,23.0,,Tartu maakond,0.2,0.087
2020-03-13,8.0,4.0,12.0,29.0,6.0,35.0,,Tartu maakond,0.3333,0.1714
2020-03-14,10.0,0.0,10.0,39.0,6.0,45.0,,Tartu maakond,0.0,0.1333
2020-03-15,19.0,6.0,25.0,58.0,12.0,70.0,,Tartu maakond,0.24,0.1714
2020-03-16,21.0,1.0,22.0,79.0,13.0,92.0,,Tartu maakond,0.0455,0.1413
2020-03-17,5.0,0.0,5.0,84.0,13.0,97.0,,Tartu maakond,0.0,0.134
2020-03-18,53.0,1.0,54.0,137.0,14.0,151.0,,Tartu maakond,0.0185,0.0927
2020-03-19,31.0,4.0,35.0,168.0,18.0,186.0,,Tartu maakond,0.1143,0.0968
2020-03-20,17.0,3.0,20.0,185.0,21.0,206.0,,Tartu maakond,0.15,0.1019
2020-03-21,47.0,1.0,48.0,232.0,22.0,254.0,,Tartu maakond,0.0208,0.0866
2020-03-22,37.0,1.0,38.0,269.0,23.0,292.0,,Tartu maakond,0.0263,0.0788
2020-03-23,46.0,6.0,52.0,315.0,29.0,344.0,,Tartu maakond,0.1154,0.0843
2020-03-24,140.0,8.0,148.0,455.0,37.0,492.0,,Tartu maakond,0.0541,0.0752
2020-03-25,166.0,6.0,172.0,621.0,43.0,664.0,,Tartu maakond,0.0349,0.0648
2020-03-26,83.0,0.0,83.0,704.0,43.0,747.0,,Tartu maakond,0.0,0.0576
2020-03-27,154.0,0.0,154.0,858.0,43.0,901.0,,Tartu maakond,0.0,0.0477
2020-03-28,68.0,2.0,70.0,926.0,45.0,971.0,,Tartu maakond,0.0286,0.0463
2020-03-29,48.0,1.0,49.0,974.0,46.0,1020.0,,Tartu maakond,0.0204,0.0451
2020-03-30,62.0,2.0,64.0,1036.0,48.0,1084.0,,Tartu maakond,0.0312,0.0443
2020-03-31,158.0,1.0,159.0,1194.0,49.0,1243.0,,Tartu maakond,0.0063,0.0394
2020-04-01,30.0,0.0,30.0,1224.0,49.0,1273.0,,Tartu maakond,0.0,0.0385
2020-04-02,195.0,8.0,203.0,1419.0,57.0,1476.0,,Tartu maakond,0.0394,0.0386
2020-04-03,103.0,3.0,106.0,1522.0,60.0,1582.0,,Tartu maakond,0.0283,0.0379
2020-04-04,127.0,2.0,129.0,1649.0,62.0,1711.0,,Tartu maakond,0.0155,0.0362
2020-04-05,71.0,0.0,71.0,1720.0,62.0,1782.0,,Tartu maakond,0.0,0.0348
2020-04-06,158.0,1.0,159.0,1878.0,63.0,1941.0,,Tartu maakond,0.0063,0.0325
2020-04-07,110.0,6.0,116.0,1988.0,69.0,2057.0,,Tartu maakond,0.0517,0.0335
2020-04-08,144.0,0.0,144.0,2132.0,69.0,2201.0,,Tartu maakond,0.0,0.0313
2020-04-09,158.0,11.0,169.0,2290.0,80.0,2370.0,,Tartu maakond,0.0651,0.0338
2020-04-10,104.0,0.0,104.0,2394.0,80.0,2474.0,,Tartu maakond,0.0,0.0323
2020-04-11,200.0,1.0,201.0,2594.0,81.0,2675.0,,Tartu maakond,0.005,0.0303
2020-04-12,39.0,2.0,41.0,2633.0,83.0,2716.0,,Tartu maakond,0.0488,0.0306
2020-04-13,109.0,2.0,111.0,2742.0,85.0,2827.0,,Tartu maakond,0.018,0.0301
2020-04-14,139.0,0.0,139.0,2881.0,85.0,2966.0,,Tartu maakond,0.0,0.0287
2020-04-15,307.0,1.0,308.0,3188.0,86.0,3274.0,,Tartu maakond,0.0032,0.0263
2020-04-16,248.0,4.0,252.0,3436.0,90.0,3526.0,,Tartu maakond,0.0159,0.0255
2020-04-17,245.0,4.0,249.0,3681.0,94.0,3775.0,,Tartu maakond,0.0161,0.0249
2020-04-18,155.0,0.0,155.0,3836.0,94.0,3930.0,,Tartu maakond,0.0,0.0239
2020-04-19,27.0,1.0,28.0,3863.0,95.0,3958.0,,Tartu maakond,0.0357,0.024
2020-04-20,50.0,2.0,52.0,3913.0,97.0,4010.0,,Tartu maakond,0.0385,0.0242
2020-04-21,231.0,0.0,231.0,4144.0,97.0,4241.0,,Tartu maakond,0.0,0.0229
2020-04-22,147.0,0.0,147.0,4291.0,97.0,4388.0,,Tartu maakond,0.0,0.0221
2020-04-23,107.0,0.0,107.0,4398.0,97.0,4495.0,,Tartu maakond,0.0,0.0216
2020-04-24,94.0,0.0,94.0,4492.0,97.0,4589.0,,Tartu maakond,0.0,0.0211
2020-04-25,48.0,0.0,48.0,4540.0,97.0,4637.0,,Tartu maakond,0.0,0.0209
2020-04-26,26.0,1.0,27.0,4566.0,98.0,4664.0,,Tartu maakond,0.037,0.021
2020-04-27,78.0,0.0,78.0,4644.0,98.0,4742.0,,Tartu maakond,0.0,0.0207
2020-04-28,253.0,2.0,255.0,4897.0,100.0,4997.0,1.0,Tartu maakond,0.0078,0.02
2020-02-05,1.0,0.0,1.0,1.0,0.0,1.0,,Harju maakond,0.0,0.0
2020-02-06,1.0,0.0,1.0,2.0,0.0,2.0,,Harju maakond,0.0,0.0
2020-02-07,0.0,0.0,0.0,2.0,0.0,2.0,,Harju maakond,,0.0
2020-02-08,0.0,0.0,0.0,2.0,0.0,2.0,,Harju maakond,,0.0
2020-02-09,0.0,0.0,0.0,2.0,0.0,2.0,,Harju maakond,,0.0
2020-02-10,0.0,0.0,0.0,2.0,0.0,2.0,,Harju maakond,,0.0
2020-02-11,0.0,0.0,0.0,2.0,0.0,2.0,,Harju maakond,,0.0
2020-02-12,1.0,0.0,1.0,3.0,0.0,3.0,,Harju maakond,0.0,0.0
2020-02-13,0.0,0.0,0.0,3.0,0.0,3.0,,Harju maakond,,0.0
2020-02-14,0.0,0.0,0.0,3.0,0.0,3.0,,Harju maakond,,0.0
2020-02-15,0.0,0.0,0.0,3.0,0.0,3.0,,Harju maakond,,0.0
2020-02-16,0.0,0.0,0.0,3.0,0.0,3.0,,Harju maakond,,0.0
2020-02-17,0.0,0.0,0.0,3.0,0.0,3.0,,Harju maakond,,0.0
2020-02-18,0.0,0.0,0.0,3.0,0.0,3.0,,Harju maakond,,0.0
2020-02-19,0.0,0.0,0.0,3.0,0.0,3.0,,Harju maakond,,0.0
2020-02-20,0.0,0.0,0.0,3.0,0.0,3.0,,Harju maakond,,0.0
2020-02-21,1.0,0.0,1.0,4.0,0.0,4.0,,Harju maakond,0.0,0.0
2020-02-22,0.0,0.0,0.0,4.0,0.0,4.0,,Harju maakond,,0.0
2020-02-23,0.0,0.0,0.0,4.0,0.0,4.0,,Harju maakond,,0.0
2020-02-24,0.0,0.0,0.0,4.0,0.0,4.0,,Harju maakond,,0.0
2020-02-25,0.0,0.0,0.0,4.0,0.0,4.0,,Harju maakond,,0.0
2020-02-26,6.0,1.0,7.0,10.0,1.0,11.0,,Harju maakond,0.1429,0.0909
2020-02-27,9.0,0.0,9.0,19.0,1.0,20.0,,Harju maakond,0.0,0.05
2020-02-28,12.0,0.0,12.0,31.0,1.0,32.0,,Harju maakond,0.0,0.0312
2020-02-29,7.0,0.0,7.0,38.0,1.0,39.0,,Harju maakond,0.0,0.0256
2020-03-01,18.0,0.0,18.0,56.0,1.0,57.0,,Harju maakond,0.0,0.0175
2020-03-02,20.0,0.0,20.0,76.0,1.0,77.0,,Harju maakond,0.0,0.013
2020-03-03,23.0,0.0,23.0,99.0,1.0,100.0,,Harju maakond,0.0,0.01
2020-03-04,26.0,1.0,27.0,125.0,2.0,127.0,,Harju maakond,0.037,0.0157
2020-03-05,23.0,6.0,29.0,148.0,8.0,156.0,,Harju maakond,0.2069,0.0513
2020-03-06,66.0,0.0,66.0,214.0,8.0,222.0,,Harju maakond,0.0,0.036
2020-03-07,26.0,0.0,26.0,240.0,8.0,248.0,,Harju maakond,0.0,0.0323
2020-03-08,16.0,0.0,16.0,256.0,8.0,264.0,,Harju maakond,0.0,0.0303
2020-03-09,47.0,3.0,50.0,303.0,11.0,314.0,,Harju maakond,0.06,0.035
2020-03-10,39.0,0.0,39.0,342.0,11.0,353.0,,Harju maakond,0.0,0.0312
2020-03-11,42.0,3.0,45.0,384.0,14.0,398.0,,Harju maakond,0.0667,0.0352
2020-03-12,53.0,24.0,77.0,437.0,38.0,475.0,,Harju maakond,0.3117,0.08
2020-03-13,82.0,16.0,98.0,519.0,54.0,573.0,,Harju maakond,0.1633,0.0942
2020-03-14,106.0,15.0,121.0,625.0,69.0,694.0,,Harju maakond,0.124,0.0994
2020-03-15,170.0,18.0,188.0,795.0,87.0,882.0,,Harju maakond,0.0957,0.0986
2020-03-16,129.0,9.0,138.0,924.0,96.0,1020.0,,Harju maakond,0.0652,0.0941
2020-03-17,82.0,3.0,85.0,1006.0,99.0,1105.0,,Harju maakond,0.0353,0.0896
2020-03-18,304.0,17.0,321.0,1310.0,116.0,1426.0,,Harju maakond,0.053,0.0813
2020-03-19,172.0,8.0,180.0,1482.0,124.0,1606.0,,Harju maakond,0.0444,0.0772
2020-03-20,246.0,6.0,252.0,1728.0,130.0,1858.0,,Harju maakond,0.0238,0.07
2020-03-21,267.0,9.0,276.0,1995.0,139.0,2134.0,,Harju maakond,0.0326,0.0651
2020-03-22,39.0,2.0,41.0,2034.0,141.0,2175.0,,Harju maakond,0.0488,0.0648
2020-03-23,288.0,8.0,296.0,2322.0,149.0,2471.0,,Harju maakond,0.027,0.0603
2020-03-24,687.0,27.0,714.0,3009.0,176.0,3185.0,,Harju maakond,0.0378,0.0553
2020-03-25,424.0,13.0,437.0,3433.0,189.0,3622.0,,Harju maakond,0.0297,0.0522
2020-03-26,592.0,5.0,597.0,4025.0,194.0,4219.0,,Harju maakond,0.0084,0.046
2020-03-27,511.0,14.0,525.0,4536.0,208.0,4744.0,,Harju maakond,0.0267,0.0438
2020-03-28,558.0,11.0,569.0,5094.0,219.0,5313.0,,Harju maakond,0.0193,0.0412
2020-03-29,295.0,7.0,302.0,5389.0,226.0,5615.0,,Harju maakond,0.0232,0.0402
2020-03-30,509.0,12.0,521.0,5898.0,238.0,6136.0,,Harju maakond,0.023,0.0388
2020-03-31,783.0,22.0,805.0,6681.0,260.0,6941.0,,Harju maakond,0.0273,0.0375
2020-04-01,682.0,25.0,707.0,7363.0,285.0,7648.0,,Harju maakond,0.0354,0.0373
2020-04-02,639.0,18.0,657.0,8002.0,303.0,8305.0,,Harju maakond,0.0274,0.0365
2020-04-03,571.0,18.0,589.0,8573.0,321.0,8894.0,,Harju maakond,0.0306,0.0361
2020-04-04,445.0,11.0,456.0,9018.0,332.0,9350.0,,Harju maakond,0.0241,0.0355
2020-04-05,250.0,6.0,256.0,9268.0,338.0,9606.0,,Harju maakond,0.0234,0.0352
2020-04-06,612.0,18.0,630.0,9880.0,356.0,10236.0,,Harju maakond,0.0286,0.0348
